formula,mpid,spacegroup.symbol,nature of band gap,structure,mean absolute deviation in relative bond length,max relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,avg_dev neighbor distance variation,composition,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,range Number,range AtomicRadius,range Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons
MgSeO3,mp-12271,Pnma,0,"Full Formula (Mg4 Se4 O12)
Reduced Formula: MgSeO3
abc   :   5.072248   5.989901   7.778579
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mg    0.5       0         0                0
  1  Mg    0         0.5       0                0
  2  Mg    0         0.5       0.5              0
  3  Mg    0.5       0         0.5              0
  4  Se    0.981917  0.021972  0.25             0
  5  Se    0.481917  0.478028  0.75             0
  6  Se    0.518083  0.521972  0.25             0
  7  Se    0.018083  0.978028  0.75             0
  8  O     0.859339  0.183137  0.421317        -0
  9  O     0.359339  0.316863  0.578683         0
 10  O     0.640661  0.683137  0.078683         0
 11  O     0.140661  0.816863  0.921317        -0
 12  O     0.140661  0.816863  0.578683        -0
 13  O     0.640661  0.683137  0.421317         0
 14  O     0.359339  0.316863  0.921317         0
 15  O     0.859339  0.183137  0.078683        -0
 16  O     0.321416  0.071025  0.25             0
 17  O     0.821416  0.428975  0.75             0
 18  O     0.178584  0.571025  0.25             0
 19  O     0.678584  0.928975  0.75             0",0.056013357,1.058276424,0.025322005,0.262879637,0.058191033,Mg1 Se1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25264,13.2,26,0.9,2.13,2,3.2,2,0,0.277777778
LaTmO3,mp-13374,Pnma,0,"Full Formula (La4 Tm4 O12)
Reduced Formula: LaTmO3
abc   :   5.857090   6.051442   8.468151
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  La    0.98508   0.047891  0.25            -0
  1  La    0.48508   0.452109  0.75            -0
  2  La    0.51492   0.547891  0.25            -0
  3  La    0.01492   0.952109  0.75            -0
  4  Tm    0         0.5       0                0
  5  Tm    0.5       0         0                0
  6  Tm    0.5       0         0.5              0
  7  Tm    0         0.5       0.5              0
  8  O     0.306464  0.69521   0.566282        -0
  9  O     0.806464  0.80479   0.433718        -0
 10  O     0.193536  0.19521   0.933718        -0
 11  O     0.693536  0.30479   0.066282        -0
 12  O     0.693536  0.30479   0.433718        -0
 13  O     0.193536  0.19521   0.566282        -0
 14  O     0.806464  0.80479   0.066282        -0
 15  O     0.306464  0.69521   0.933718        -0
 16  O     0.124356  0.445457  0.25            -0
 17  O     0.624356  0.054543  0.75            -0
 18  O     0.375644  0.945457  0.25            -0
 19  O     0.875644  0.554543  0.75            -0",0.056973309,1.045983329,0.009988851,0.161156702,0.045718512,La1 Tm1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.167576,10.8,61,1.35,2.34,2,2.4,0.2,2.6,0.277777778
KPO3,mp-13981,Pnma,1,"Full Formula (K4 P4 O12)
Reduced Formula: KPO3
abc   :   4.504507   5.937153  12.807044
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.231056  0.75      0.589496        -0
  1  K     0.731056  0.75      0.910504        -0
  2  K     0.768944  0.25      0.410504        -0
  3  K     0.268944  0.25      0.089496        -0
  4  P     0.686064  0.25      0.673424        -0
  5  P     0.186064  0.25      0.826576        -0
  6  P     0.313936  0.75      0.326576        -0
  7  P     0.813936  0.75      0.173424        -0
  8  O     0.340374  0.25      0.711556        -0
  9  O     0.840374  0.25      0.788444        -0
 10  O     0.659626  0.75      0.288444        -0
 11  O     0.159626  0.75      0.211556        -0
 12  O     0.258029  0.532125  0.382656         0
 13  O     0.758029  0.967875  0.117344         0
 14  O     0.741971  0.032125  0.617344         0
 15  O     0.241971  0.467875  0.882656         0
 16  O     0.758029  0.532125  0.117344         0
 17  O     0.258029  0.967875  0.382656         0
 18  O     0.241971  0.032125  0.882656         0
 19  O     0.741971  0.467875  0.617344         0",0.151936483,1.186472222,0.075488461,0.226747872,0.049446196,K1 P1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6140524,12.8,11,1.6,2.62,1.8,3,0,0,0.375
KSbO3,mp-14607,Pn-3,1,"Full Formula (K12 Sb12 O36)
Reduced Formula: KSbO3
abc   :   9.748871   9.748871   9.748871
angles:  90.000000  90.000000  90.000000
Sites (60)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75             0
  1  K     0.25      0.25      0.75             0
  2  K     0.75      0.25      0.25             0
  3  K     0.25      0.75      0.25             0
  4  K     0.153054  0.153054  0.153054         0
  5  K     0.846946  0.846946  0.153054         0
  6  K     0.153054  0.846946  0.846946         0
  7  K     0.846946  0.153054  0.846946         0
  8  K     0.346946  0.346946  0.346946         0
  9  K     0.653054  0.653054  0.346946         0
 10  K     0.346946  0.653054  0.653054         0
 11  K     0.653054  0.346946  0.653054         0
 12  Sb    0.342675  0.5       0               -0
 13  Sb    0         0.342675  0.5             -0
 14  Sb    0.5       0         0.342675        -0
 15  Sb    0         0.657325  0.5             -0
 16  Sb    0.5       0         0.657325        -0
 17  Sb    0.657325  0.5       0               -0
 18  Sb    0.157325  0         0.5             -0
 19  Sb    0.5       0.157325  0               -0
 20  Sb    0         0.5       0.157325        -0
 21  Sb    0.5       0.842675  0               -0
 22  Sb    0         0.5       0.842675        -0
 23  Sb    0.842675  0         0.5             -0
 24  O     0.789587  0.503305  0.156519        -0
 25  O     0.789587  0.496695  0.843481        -0
 26  O     0.210413  0.503305  0.843481        -0
 27  O     0.496695  0.843481  0.789587         0
 28  O     0.843481  0.210413  0.503305         0
 29  O     0.843481  0.789587  0.496695        -0
 30  O     0.503305  0.156519  0.789587         0
 31  O     0.156519  0.789587  0.503305         0
 32  O     0.503305  0.843481  0.210413         0
 33  O     0.496695  0.156519  0.210413         0
 34  O     0.156519  0.210413  0.496695         0
 35  O     0.210413  0.496695  0.156519        -0
 36  O     0.710413  0.996695  0.343481        -0
 37  O     0.710413  0.003305  0.656519        -0
 38  O     0.861903  0.5       0.5              0
 39  O     0.289587  0.996695  0.656519        -0
 40  O     0.656519  0.289587  0.996695        -0
 41  O     0.656519  0.710413  0.003305        -0
 42  O     0.996695  0.343481  0.710413         0
 43  O     0.343481  0.710413  0.996695        -0
 44  O     0.996695  0.656519  0.289587         0
 45  O     0.003305  0.343481  0.289587         0
 46  O     0.343481  0.289587  0.003305         0
 47  O     0.289587  0.003305  0.343481         0
 48  O     0.361903  0         0                0
 49  O     0         0.361903  0                0
 50  O     0         0         0.361903         0
 51  O     0         0.638097  0                0
 52  O     0         0         0.638097         0
 53  O     0.638097  0         0                0
 54  O     0.138097  0.5       0.5              0
 55  O     0.5       0.138097  0.5              0
 56  O     0.5       0.5       0.138097         0
 57  O     0.5       0.861903  0.5              0
 58  O     0.5       0.5       0.861903         0
 59  O     0.003305  0.656519  0.710413         0",0.097750806,1.202367284,0.011055404,0.165183465,0.037910407,K1 Sb1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7713,12.8,43,1.6,2.62,1.8,3,2,0,0.264705882
KSbO3,mp-16293,Fd-3m,0,"Full Formula (K4 Sb4 O12)
Reduced Formula: KSbO3
abc   :   7.515630   7.515630   7.515630
angles:  60.000000  60.000000  60.000000
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.625     0.125     0.625            0
  1  K     0.625     0.625     0.125            0
  2  K     0.125     0.625     0.625            0
  3  K     0.625     0.625     0.625            0
  4  Sb    0.125     0.625     0.125            0
  5  Sb    0.125     0.125     0.625            0
  6  Sb    0.625     0.125     0.125            0
  7  Sb    0.125     0.125     0.125            0
  8  O     0.445774  0.445774  0.054226        -0
  9  O     0.195774  0.195774  0.804226        -0
 10  O     0.054226  0.445774  0.054226        -0
 11  O     0.054226  0.445774  0.445774        -0
 12  O     0.445774  0.054226  0.054226        -0
 13  O     0.445774  0.054226  0.445774        -0
 14  O     0.195774  0.804226  0.195774        -0
 15  O     0.804226  0.195774  0.804226        -0
 16  O     0.054226  0.054226  0.445774        -0
 17  O     0.804226  0.195774  0.195774        -0
 18  O     0.195774  0.804226  0.804226        -0
 19  O     0.804226  0.804226  0.195774        -0",0.085507509,1.175785203,0,0.156715151,0.03825132,K1 Sb1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.7713,12.8,43,1.6,2.62,1.8,3,2,0,0.264705882
NaAsO3,mp-17868,P-1,0,"Full Formula (Na6 As6 O18)
Reduced Formula: NaAsO3
abc   :   7.457167   7.615166   8.261179
angles: 103.787199  92.637861  90.321859
Sites (30)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Na    0.755857  0.575242  0.796814         0
  1  Na    0.244143  0.424758  0.203186        -0
  2  Na    0.747117  0.057751  0.778353        -0
  3  Na    0.252883  0.942249  0.221647         0
  4  Na    0.982365  0.253634  0.511585        -0
  5  Na    0.017635  0.746366  0.488415        -0
  6  As    0.550918  0.72102   0.386314        -0
  7  As    0.449082  0.27898   0.613686        -0
  8  As    0.777844  0.952975  0.171312        -0
  9  As    0.222156  0.047025  0.828688        -0
 10  As    0.77324   0.378241  0.173869         0
 11  As    0.22676   0.621759  0.826131         0
 12  O     0.679359  0.171285  0.202977         0
 13  O     0.297971  0.232633  0.453003         0
 14  O     0.328502  0.729571  0.403902         0
 15  O     0.671498  0.270429  0.596098         0
 16  O     0.580499  0.858187  0.238137         0
 17  O     0.419501  0.141813  0.761863         0
 18  O     0.049533  0.554657  0.69215          0
 19  O     0.950467  0.445343  0.30785          0
 20  O     0.04728   0.043566  0.692839        -0
 21  O     0.95272   0.956434  0.307161        -0
 22  O     0.215945  0.633784  0.029239         0
 23  O     0.574886  0.499167  0.252254        -0
 24  O     0.205605  0.133286  0.033084         0
 25  O     0.794395  0.866714  0.966916         0
 26  O     0.320641  0.828715  0.797023         0
 27  O     0.784055  0.366216  0.970761         0
 28  O     0.425114  0.500833  0.747746        -0
 29  O     0.702029  0.767367  0.546997         0",0.101875776,1.126871032,0.030659844,0.242468003,0.064076477,Na1 As1 O3,0,0,0,0,0,0,0,0.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.18191386,12.8,25,1.2,2.51,1.8,3,2,0,0.264705882
MnCO3,mp-18814,R-3c,1,"Full Formula (Mn2 C2 O6)
Reduced Formula: MnCO3
abc   :   4.836578   4.836022   5.990322
angles:  66.105625  66.118079  59.997254
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.509942  0.509467  0.400431    -4.662
  1  Mn    0.0094    0.010092  0.900421     4.662
  2  C     0.258936  0.261058  0.150429     0
  3  C     0.761105  0.758975  0.650436    -0
  4  O     0.030108  0.758416  0.650695    -0
  5  O     0.25842   0.529966  0.150689     0
  6  O     0.492298  0.027269  0.651874     0
  7  O     0.527263  0.992232  0.151824    -0
  8  O     0.761656  0.490942  0.649114    -0
  9  O     0.990875  0.261583  0.149087     0",0.092191621,1.073158886,0.027959684,0.379830391,0.079753089,Mn1 C1 O3,0,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.989389,13.8,19,0.8,1.89,2,2.8,1,0,0.344827586
KVO3,mp-18815,Pbcm,0,"Full Formula (K4 V4 O12)
Reduced Formula: KVO3
abc   :   5.372680   5.786571  10.912784
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a     b         c    magmom
---  ----  --------  ----  --------  --------
  0  K     0.057692  0.75  0.89478      0
  1  K     0.057692  0.25  0.60522      0
  2  K     0.942308  0.25  0.10522      0
  3  K     0.942308  0.75  0.39478      0
  4  V     0.482326  0.75  0.161203     0.002
  5  V     0.482326  0.25  0.338797     0.002
  6  V     0.517674  0.25  0.838797     0.002
  7  V     0.517674  0.75  0.661203     0.002
  8  O     0.381944  0.75  0.523738    -0.001
  9  O     0.381944  0.25  0.976262    -0.001
 10  O     0.618056  0.25  0.476262    -0.001
 11  O     0.618056  0.75  0.023738    -0.001
 12  O     0.829717  0.75  0.647266    -0.001
 13  O     0.829717  0.25  0.852734    -0.001
 14  O     0.170283  0.25  0.352734    -0.001
 15  O     0.170283  0.75  0.147266    -0.001
 16  O     0.5903    0     0.25        -0.001
 17  O     0.4097    0.5   0.75        -0.001
 18  O     0.4097    0     0.75        -0.001
 19  O     0.5903    0.5   0.25        -0.001",0.130262201,1.14188995,0.081626182,0.22208385,0.045574897,K1 V1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6076,10.8,15,1.6,2.62,1.8,2.4,0.6,0,0.375
LaCrO3,mp-18841,Pm-3m,0,"Full Formula (La1 Cr1 O3)
Reduced Formula: LaCrO3
abc   :   3.927151   3.927151   3.927151
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  La    0.5  0.5  0.5     0.029
  1  Cr    0    0    0       2.839
  2  O     0.5  0    0       0.039
  3  O     0    0.5  0       0.003
  4  O     0    0    0.5    -0.014",0.084157582,1.116671577,0,0.12240775,0.05875572,La1 Cr1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.779954,11.4,49,1.35,2.34,1.8,2.4,1.2,0,0.333333333
LaCrO3,mp-19281,Pnma,1,"Full Formula (La4 Cr4 O12)
Reduced Formula: LaCrO3
abc   :   5.561333   7.879166   5.608065
angles:  89.999916  90.000021  90.000187
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  La    0.99194   0.250006  0.037492    -0
  1  La    0.508064  0.249995  0.537495    -0
  2  La    0.491923  0.750009  0.462515    -0
  3  La    0.008071  0.749997  0.962504    -0
  4  Cr    7e-06     0.499996  0.5         -2.89
  5  Cr    0.500006  0.999998  4e-06       -2.89
  6  Cr    0.499986  0.499998  7e-06        2.89
  7  Cr    0.999995  7e-06     0.499989     2.89
  8  O     0.920439  0.750001  0.518518     0
  9  O     0.579562  0.75      0.018507    -0
 10  O     0.42044   0.249997  0.981483     0
 11  O     0.079558  0.250003  0.481488    -0
 12  O     0.287839  0.542472  0.712464    -0.001
 13  O     0.212171  0.957523  0.212462    -0.001
 14  O     0.78783   0.457524  0.787532     0.001
 15  O     0.712164  0.042475  0.287536     0.001
 16  O     0.712169  0.457526  0.287536    -0.001
 17  O     0.787835  0.042479  0.787537    -0.001
 18  O     0.212165  0.542471  0.212463     0.001
 19  O     0.287837  0.957524  0.712468     0.001",0.073699454,1.066933275,0.003514097,0.141722923,0.045183563,La1 Cr1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.779954,11.4,49,1.35,2.34,1.8,2.4,1.2,0,0.333333333
LiVO3,mp-19373,C2/c,0,"Full Formula (Li4 V4 O12)
Reduced Formula: LiVO3
abc   :   6.772400   6.772400   5.943673
angles:  73.600273  73.600273  79.164206
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.082101  0.917899  0.75             0
  1  Li    0.917899  0.082101  0.25             0
  2  Li    0.7276    0.2724    0.75            -0
  3  Li    0.2724    0.7276    0.25            -0
  4  V     0.193713  0.380728  0.729076        -0
  5  V     0.380728  0.193713  0.229076        -0
  6  V     0.806287  0.619272  0.270924        -0
  7  V     0.619272  0.806287  0.770924        -0
  8  O     0.678727  0.615639  0.586084        -0
  9  O     0.321273  0.384361  0.413916        -0
 10  O     0.615639  0.678727  0.086084        -0
 11  O     0.995023  0.778095  0.16566          0
 12  O     0.004977  0.221905  0.83434          0
 13  O     0.778095  0.995023  0.66566          0
 14  O     0.087507  0.624777  0.71517          0
 15  O     0.221905  0.004977  0.33434          0
 16  O     0.624777  0.087507  0.21517          0
 17  O     0.375223  0.912493  0.78483          0
 18  O     0.912493  0.375223  0.28483          0
 19  O     0.384361  0.321273  0.913916        -0",0.089643849,1.129496747,0.048088586,0.239235271,0.050259106,Li1 V1 O3,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.17614,10.8,20,0.85,2.46,1.8,2.4,0.6,0,0.375
LiVO3,mp-19440,C2/c,0,"Full Formula (Li4 V4 O12)
Reduced Formula: LiVO3
abc   :   7.648512   7.648512   5.797598
angles:  68.566262  68.566262  83.531014
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.685276  0.314724  0.75            -0
  1  Li    0.314724  0.685276  0.25            -0
  2  Li    0.302564  0.697436  0.75            -0
  3  Li    0.697436  0.302564  0.25            -0
  4  V     0.693996  0.882532  0.71306          0
  5  V     0.306004  0.117468  0.28694          0
  6  V     0.117468  0.306004  0.78694          0
  7  V     0.882532  0.693996  0.21306          0
  8  O     0.887836  0.359215  0.87466         -0
  9  O     0.640785  0.112164  0.62534         -0
 10  O     0.112164  0.640785  0.12534         -0
 11  O     0.502737  0.255149  0.12272         -0
 12  O     0.167723  0.163408  0.076334         0
 13  O     0.255149  0.502737  0.62272         -0
 14  O     0.359215  0.887836  0.37466         -0
 15  O     0.744851  0.497263  0.37728         -0
 16  O     0.836592  0.832277  0.423666         0
 17  O     0.497263  0.744851  0.87728         -0
 18  O     0.163408  0.167723  0.576334         0
 19  O     0.832277  0.836592  0.923666         0",0.108749911,1.161486887,0.079753907,0.28589515,0.059568648,Li1 V1 O3,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.17614,10.8,20,0.85,2.46,1.8,2.4,0.6,0,0.375
MnSnO3,mp-20569,R-3,0,"Full Formula (Mn2 Sn2 O6)
Reduced Formula: MnSnO3
abc   :   5.436944   5.822738   5.436883
angles:  90.004097  60.005306  62.171765
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.276461  0.085334  0.361764    -4.635
  1  Mn    0.723447  0.914816  0.638279     4.635
  2  Sn    0.30225   0.546472  0.848766    -0.01
  3  Sn    0.69775   0.453523  0.151234     0.01
  4  O     0.784203  0.260899  0.445471    -0.002
  5  O     0.509445  0.260909  0.045122    -0.002
  6  O     0.815493  0.739053  0.229663     0.002
  7  O     0.490595  0.739042  0.95485      0.002
  8  O     0.184541  0.260899  0.770333    -0.002
  9  O     0.215814  0.739052  0.554519     0.002",0.067773861,1.05662547,0.01875017,0.170293724,0.060297536,Mn1 Sn1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.329249,13.8,42,0.85,1.89,2,2.8,3,0,0.256410256
MnGeO3,mp-20798,R-3,0,"Full Formula (Mn2 Ge2 O6)
Reduced Formula: MnGeO3
abc   :   5.094912   5.673371   5.095161
angles: 116.684015 119.997935  90.004081
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Mn    0.363076  0.089238  0.726133    -4.624
  1  Mn    0.636929  0.910774  0.273876     4.624
  2  Ge    0.842988  0.528907  0.685937    -0.009
  3  Ge    0.157008  0.471081  0.314055     0.009
  4  O     0.439233  0.277127  0.48218     -0.005
  5  O     0.794889  0.277138  0.234143    -0.005
  6  O     0.04293   0.277111  0.83784     -0.005
  7  O     0.560765  0.722875  0.51782      0.005
  8  O     0.205112  0.722863  0.765857     0.005
  9  O     0.95707   0.722887  0.16216      0.005",0.065568834,1.054660932,0.017448944,0.163851701,0.052850982,Mn1 Ge1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.115249,13.8,24,0.8,1.89,2,2.8,3,0,0.256410256
LaLuO3,mp-22220,Pnma,0,"Full Formula (La4 Lu4 O12)
Reduced Formula: LaLuO3
abc   :   5.817996   6.014465   8.380784
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  La    0.013745  0.951249  0.75             0
  1  La    0.513745  0.548751  0.25             0
  2  La    0.986255  0.048751  0.25             0
  3  La    0.486255  0.451249  0.75             0
  4  Lu    0.5       0         0.5             -0
  5  Lu    0         0.5       0                0
  6  Lu    0.5       0         0               -0
  7  Lu    0         0.5       0.5             -0
  8  O     0.693168  0.305149  0.062994        -0
  9  O     0.806832  0.805149  0.062994        -0
 10  O     0.306832  0.694851  0.937006        -0
 11  O     0.693168  0.305149  0.437006        -0
 12  O     0.193168  0.194851  0.562994        -0
 13  O     0.806832  0.805149  0.437006        -0
 14  O     0.119769  0.447401  0.25             0
 15  O     0.193168  0.194851  0.937006        -0
 16  O     0.306832  0.694851  0.562994        -0
 17  O     0.619769  0.052599  0.75             0
 18  O     0.380231  0.947401  0.25             0
 19  O     0.880231  0.552599  0.75             0",0.05849408,1.046004046,0.007700385,0.160755382,0.046065964,La1 Lu1 O3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.374094,10.8,63,1.35,2.34,2,2.4,0.4,2.8,0.263157895
